,Attacks,Malware,Vulnerabilities,SecurityBudget,DeliveryDelay,CommodityPrices,Inventory,TransportCost,AuditDeficiencies,ComplianceFailures,PolicyChanges
2023-06-19,26,37,23,23744.170036666786,10.812593408901353,7.749823491450666,392,22.91833301672988,1,9,0
2023-06-20,69,56,29,20710.931624345147,3.8357016607469743,29.668065380862657,185,346.3381857463336,4,2,0
2023-06-21,73,55,48,15089.986572832559,8.035779234498262,20.386288330729595,115,95.76032875704485,3,10,0
2023-06-22,97,53,18,17578.108740233376,5.1844666782264515,7.8130492991273055,315,264.4976293874691,3,7,0
2023-06-23,44,49,9,19068.22647398465,17.16708512999407,21.23566466104427,215,438.5357354944318,3,4,0
2023-06-24,79,56,2,19600.641167475616,6.871041535895153,18.98305340324235,217,179.4052829390643,3,6,0
2023-06-25,92,56,24,17976.78758562372,5.259155580967522,13.411171551396647,369,19.385407095592704,2,6,0
2023-06-26,39,43,29,15329.4786824553,7.63910096968263,21.546514703871296,494,20.828659025805624,2,3,0
2023-06-27,80,54,13,20901.274059265423,6.626255153328445,15.289230724051992,442,75.76161865453403,3,4,0
2023-06-28,83,48,11,20241.54667694756,11.323199069949002,20.965163144162236,261,140.21029463791098,3,5,0
2023-06-29,72,35,6,17830.006354290777,7.915097364008086,16.49245163305415,287,492.81881315043904,5,6,0
2023-06-30,37,44,27,15379.759675696065,12.837220952594313,15.472104412600071,203,198.6081212591995,1,5,0
2023-07-01,69,34,16,24945.941872219402,11.002425893434225,19.922330759822906,240,2033.011233054595,1,5,0
2023-07-02,88,59,18,19819.86186826406,17.738205129774588,11.88953510914766,266,33.40057990790234,3,5,0
2023-07-03,46,53,20,22560.04241774077,12.16551681179464,19.58731387194942,399,167.55167830929918,2,5,0
2023-07-04,31,46,28,19523.140350513357,10.595501091169897,23.28626889006495,127,95.06198126565965,4,4,0
2023-07-05,77,64,23,15431.702908629415,13.098909630600195,26.35305395367771,371,187.66115994495078,3,5,0
2023-07-06,29,50,22,18096.007450855002,6.85539191077706,25.44284106997071,149,855.4900424192009,3,8,0
2023-07-07,77,35,12,18201.10141005901,10.949687080783479,26.76665257927663,470,911.3380782487658,1,6,0
2023-07-08,73,45,20,23383.52904049016,5.063470082551276,17.72642986885192,255,156.719936631873,2,6,0
2023-07-09,26,66,24,21542.299779998742,9.84343702812894,14.876821242475948,423,351.2555032598044,5,5,0
2023-07-10,21,43,37,17754.29903639473,18.38970691661178,24.076781808017696,447,184.11305543688306,2,6,0
2023-07-11,31,52,13,24677.39954659086,9.738340510289888,17.415533295058818,220,50.638193137972635,3,5,0
2023-07-12,26,57,-3,18215.418323978713,13.394911429601883,20.03131140130111,239,150.55378597017298,2,1,1
2023-07-13,19,55,7,24982.340258287204,5.261996678234528,23.734335054176903,115,89.55836938320125,3,14,0
2023-07-14,74,74,17,24961.636931702633,9.953289647397536,30.105488851935924,408,139.38370191174292,1,1,0
2023-07-15,31,38,27,16912.10517746742,11.614025873169131,22.64400255059024,148,63.30175892441938,4,4,0
2023-07-16,99,39,-4,18127.411161884003,7.95229815946738,21.02551491225326,263,173.3212863530147,2,2,0
2023-07-17,91,38,19,19860.44198484654,9.633982113034694,14.39444558004816,161,201.47196757551424,3,2,0
2023-07-18,59,47,16,21641.00671147891,15.163126940312887,25.846777117793465,439,300.14121933715734,1,7,0
2023-07-19,23,60,5,20280.474490037992,9.965155443819768,22.04321430394053,253,202.32189008347675,1,4,0
2023-07-20,73,39,19,24694.41469132257,7.756451263666132,18.26429014917785,411,760.9813488548892,1,7,1
2023-07-21,56,61,14,22239.891642356914,5.963476283487492,17.74790822930286,475,1329.027087118215,3,4,1
2023-07-22,38,50,16,17120.448493829743,9.011771501611593,17.965686895299953,445,99.0344985612342,0,3,0
2023-07-23,85,38,24,16050.975502136384,6.26717872135693,20.21982601389122,249,391.53221130307344,2,3,0
2023-07-24,45,32,20,21884.012907093565,8.661275225930263,12.70496496764931,475,1229.79181495679,2,6,0
2023-07-25,61,34,10,16584.52440180763,11.730351473483536,26.09011402359822,172,401.8675916073218,3,7,0
2023-07-26,85,43,36,22876.768403357542,8.014689140917046,25.173366986527277,168,304.0899342265324,5,5,0
2023-07-27,16,48,22,18110.36667260337,11.744391801145847,19.16255824229771,276,24.002142524788415,3,4,1
2023-07-28,38,63,25,18268.932630556064,3.269236094102225,17.976752585649205,453,84.93821142272479,5,10,0
2023-07-29,20,57,7,15107.983923895119,7.7342453476377475,19.884111476075695,101,98.28742065343032,5,2,0
2023-07-30,42,41,4,22010.112670950406,11.676267245194918,20.732809127932697,408,594.1849967332004,1,5,0
2023-07-31,15,54,0,16132.697530646858,6.893005445628555,18.49951651957291,218,71.47805350654185,5,4,0
2023-08-01,88,66,12,22728.80577463518,5.164863038837322,24.99542529991448,106,136.26824325467402,3,2,0
2023-08-02,41,68,18,19918.678219172067,22.326045379516028,12.87945914495717,354,343.87404910613634,0,4,0
2023-08-03,60,46,33,22842.79814954569,6.167567987312316,16.440319150326317,174,68.32670258699261,4,1,0
2023-08-04,84,59,19,20839.265391977413,8.204963795379783,23.876209959320295,450,196.1911982585303,2,8,0
2023-08-05,67,63,15,15824.332720189908,5.08760280564187,21.62138271239435,294,172.22011628867915,6,5,0
2023-08-06,96,34,21,22656.523367051832,12.401660465117132,16.602293747958115,286,356.776710478178,1,7,0
2023-08-07,35,44,9,15697.994848947497,10.606706282538,22.002342333485153,102,286.81836508080374,2,5,0
2023-08-08,55,72,22,19787.017205693322,4.250569773569598,16.035197774567862,283,277.90852509582567,1,5,0
2023-08-09,38,46,21,16723.492141449635,9.063619368795322,18.449420846103873,434,181.41462736342098,2,6,0
2023-08-10,13,20,26,22523.35177977885,11.760877727840112,25.218594727712265,372,27.772436308299334,4,8,0
2023-08-11,90,48,41,24115.912278061267,18.387176158354706,24.665417885325905,467,170.65809793289085,5,2,0
2023-08-12,22,61,14,20541.26163358274,10.79944072262264,21.441183788819618,151,156.85223523328648,1,4,0
2023-08-13,48,50,20,20271.472942991804,8.496136173356238,14.744254813733667,362,319.4321064208638,6,6,0
2023-08-14,24,57,31,22639.63196325618,5.099438839883051,18.11172424952615,467,97.22925611319948,7,9,0
2023-08-15,38,59,26,15050.788129757271,4.880347103225905,20.482328214046866,232,154.74816980807424,2,10,0
2023-08-16,38,46,19,24177.586426351605,2.098018495852687,27.277106940326334,324,159.71021041816866,2,6,0
2023-08-17,84,44,34,16974.488170911318,12.932557638195503,11.088152831786472,409,72.78030231645654,6,3,0
2023-08-18,41,51,5,24841.188838262373,14.710280079744852,15.639279765500703,160,46.83928840552444,4,3,0
2023-08-19,11,51,33,22362.539479604624,4.318872299266042,25.64301696061088,464,217.57439118672744,5,9,0
2023-08-20,56,50,5,22742.51147700671,8.701810751940933,26.80083538896998,115,406.57282964219206,2,4,0
2023-08-21,87,50,20,21562.029803736066,8.678931318375241,19.651431313611,328,79.44699244493522,1,3,0
2023-08-22,93,42,30,19716.631827851605,9.455222882998406,27.692003706116218,294,119.37054460885341,5,8,0
2023-08-23,31,57,14,20716.276933611654,10.434860318316545,16.333144227892852,350,340.2052868386857,6,2,0
2023-08-24,84,55,19,15464.028860151257,9.005040727503033,12.453802979681903,402,374.9184265133374,3,6,0
2023-08-25,36,36,16,21239.595094320142,8.479295412034661,23.95115137839564,147,187.0592606105035,2,6,0
2023-08-26,76,46,34,21260.981019870465,9.583896574467277,26.473524548060972,334,224.5731747325108,2,2,0
2023-08-27,90,50,27,23912.007974018095,15.119847342651966,26.39014595991064,220,252.66129541235074,4,4,0
2023-08-28,65,44,24,20056.563574302192,8.891078687284304,15.682776968937109,419,302.18335843208325,5,3,0
2023-08-29,30,56,21,15771.44374086061,11.300189782078538,20.996899314095007,149,50.834771983209414,4,5,0
2023-08-30,56,49,27,18061.959204820814,7.548863035527736,24.199090234800217,140,1009.4999508256484,7,5,1
2023-08-31,89,51,17,21556.294121143175,8.80316114379938,21.504888566158474,121,195.19594543823703,2,0,0
2023-09-01,68,45,18,17392.58862751464,11.334901909550402,27.231783545730718,470,307.9175686317565,3,10,0
2023-09-02,93,30,24,17805.27821855401,10.678796677477942,17.974770713993617,281,69.28273571411286,4,4,0
2023-09-03,15,29,17,23204.690163608535,13.327847151744072,19.646920948392452,104,123.23576444904049,2,4,0
2023-09-04,28,55,6,20843.19731762709,1.990487493042404,21.180952307527487,244,216.36865758567112,2,3,0
2023-09-05,66,52,7,20085.274317735726,10.42470294136859,24.162770696181006,456,24.424635571315573,3,3,0
2023-09-06,78,54,9,18184.519668058045,5.782193914528047,19.027701343990984,177,60.27153577770921,1,13,0
2023-09-07,12,51,29,22309.280359330332,2.839377970928147,24.637170719667044,330,71.85962198416122,2,4,0
2023-09-08,10,52,19,17877.18434490029,15.672105733095638,28.02312354027473,396,41.32068803293088,3,4,0
2023-09-09,67,59,24,22370.635176441752,7.0498530099219465,17.409644237991643,447,165.02264555289165,3,7,0
2023-09-10,47,54,17,15701.014802674421,5.561666931671401,19.17670310145048,308,137.81570725015013,4,6,0
2023-09-11,24,60,14,23645.413415820836,10.926828656249315,24.838797958880768,262,616.283638717183,6,4,0
2023-09-12,43,51,16,19995.664633759327,12.256655501551311,29.637641870685382,267,48.39151229091499,2,8,0
2023-09-13,70,46,26,19385.0801669897,11.950456712279067,23.179796426905604,377,187.68187559001814,5,6,0
2023-09-14,44,51,22,21110.234115419247,4.168563052591841,16.068818649828927,336,61.55370296236254,2,3,0
2023-09-15,73,41,33,21241.920728962705,7.74898751013425,20.990861348615585,275,26.651885456137897,2,6,0
2023-09-16,34,46,23,16320.351768899956,13.642967253209722,24.800966758827457,152,267.14827838560797,3,8,0
2023-09-17,33,51,21,22562.33589816213,10.099527504288844,15.937157163135634,448,290.2082995150207,4,5,0
2023-09-18,21,51,22,17759.28297950063,14.24195704708012,14.60809898330346,109,257.78313907535113,3,6,0
2023-09-19,27,48,33,24049.61880169914,3.44824327484177,18.275084917218557,245,39.785553169186684,4,9,0
2023-09-20,24,36,26,23178.506634148325,5.03186380607767,23.29816774219296,326,161.35184696570875,4,6,0
2023-09-21,89,56,1,18462.660415347484,19.659379823170685,13.15392877078974,335,269.7135526542036,5,2,0
2023-09-22,36,58,20,23077.392932007144,12.892251819038668,16.534606061642137,341,384.5832281017995,3,3,0
2023-09-23,81,66,23,18563.904992999043,3.2395299018257364,21.368299425736698,404,278.18732538496954,2,5,0
2023-09-24,69,54,25,16009.476816360406,5.729234841257609,25.452593768244082,170,389.60528012720926,5,4,0
2023-09-25,55,50,13,24618.88238725708,5.814888511390343,21.451053715477176,257,431.54847354157505,4,9,0
2023-09-26,98,39,29,21526.0201521544,11.79670586881065,21.873423919663452,118,164.8218235362707,1,4,0
2023-09-27,26,64,35,19560.995266625916,5.1011912651984845,25.024608595248804,154,244.3325463215731,0,5,0
2023-09-28,62,52,14,18977.733515310396,5.244397529175561,27.986289052381558,314,403.29854611729866,3,6,0
2023-09-29,17,51,30,18247.05334258264,6.446679331687501,27.427559434327364,308,219.23090569460763,5,5,0
2023-09-30,88,47,8,24814.475954291294,15.011258494677117,9.793192019660111,120,492.2552986745907,4,4,0
2023-10-01,36,46,5,16347.472651309074,13.481640470577789,20.490289562339385,381,355.84538631116106,9,2,0
2023-10-02,55,56,10,18148.050589205683,10.077123328490531,24.562579322090436,348,78.85010192473669,1,5,0
2023-10-03,59,39,6,19854.976402826636,6.979367123191256,28.4989336551062,127,40.205350921412034,2,7,0
2023-10-04,80,66,28,19779.995450543116,13.419382127094687,23.20493305592617,395,151.30649218501821,3,6,0
2023-10-05,12,64,6,19713.664844078434,12.717966549707478,15.704068510697741,310,45.55268356872054,7,4,1
2023-10-06,73,46,15,16757.838158303817,15.2621174555528,16.36493565781544,384,161.27739260671143,4,3,0
2023-10-07,53,41,9,16449.325271095004,11.3520196511003,16.50484119535292,119,147.3186022967107,6,7,0
2023-10-08,62,29,15,17547.6758632862,9.234492913535053,21.537594406253046,119,545.0683705887632,3,9,1
2023-10-09,33,37,8,24145.26153802056,8.57432297477692,17.60088974187773,429,245.9338669573746,4,4,0
2023-10-10,69,57,23,16130.529678345101,13.06679878853963,4.776689174634402,495,394.6247085336112,2,6,0
2023-10-11,12,53,10,22574.25103373325,7.274094636861564,14.10855493035781,219,90.95865999706018,1,4,0
2023-10-12,29,54,28,22575.483931333714,8.907090188711114,17.778754392404355,196,685.170884988953,1,5,0
2023-10-13,55,31,27,23097.704038972624,6.910455861165622,13.187587550392282,219,362.72613341608303,2,7,0
2023-10-14,24,46,-1,23866.154889893554,5.944511958622732,13.93235275954599,124,227.56552709012692,1,2,0
2023-10-15,34,63,30,17630.3617753893,8.636106624025466,30.254853152453478,252,24.37213797952451,3,5,0
2023-10-16,87,49,2,17245.594692688963,5.862952269985189,19.95689052917802,344,482.3836616743996,1,3,0
2023-10-17,80,37,14,19655.0566652748,5.499976355530887,18.06942645310754,359,874.2226198462025,2,4,0
2023-10-18,26,48,3,17650.89168752036,4.864767489742703,23.336717138626852,103,150.09767114465416,2,6,0
2023-10-19,93,42,16,22343.099889831075,18.275998925569116,25.730347113251923,492,153.20068945016197,2,1,0
2023-10-20,18,53,20,21359.39576741434,10.287431641433319,31.20307832227543,242,88.52835471561086,5,5,0
2023-10-21,47,50,26,23749.876880526514,15.68838699386498,28.526865090150544,381,29.02810794971277,2,4,0
2023-10-22,57,55,16,15827.383034870716,22.74874079731595,22.17404414812502,434,84.59762473941822,5,6,0
2023-10-23,69,37,24,24150.833333580747,3.2843457493227852,12.33596049828397,445,780.0979579067741,5,3,0
2023-10-24,72,45,12,17933.486266700897,25.95331941595309,14.987588092965053,319,436.5973447368472,3,6,0
2023-10-25,95,60,25,19906.943459269838,9.594966886115847,17.99070776662593,426,68.53135240295559,4,6,0
2023-10-26,11,36,14,19386.114359396437,6.536333940810539,22.532816025346996,259,83.23041769234757,2,9,0
2023-10-27,97,39,11,22603.116511044238,5.401734761551985,20.471582606392154,175,1255.2399254231536,0,8,0
2023-10-28,81,51,12,19203.333094318426,14.742786500601749,12.634866307107755,198,53.50872782289412,1,4,0
2023-10-29,20,52,12,24435.531456494093,10.027690196588951,11.741244861647411,279,72.57165941425913,5,1,0
2023-10-30,73,45,20,24025.338826385756,13.758264794558546,21.295040267918697,226,96.58450787653508,5,6,0
2023-10-31,86,47,28,23721.611519695063,7.6033090932537055,20.600202751747105,131,38.16771270080056,5,5,0
2023-11-01,90,55,7,15712.58332648228,8.941360834615224,18.95061566194245,364,86.70310784914611,2,1,0
2023-11-02,81,58,24,23542.580615539395,5.020583049783311,22.414630270200462,433,88.03123304961338,10,3,0
2023-11-03,30,39,23,22816.354454432105,6.331792188837299,26.23406230447297,112,60.20468206976673,0,5,0
2023-11-04,27,53,29,16035.12947006131,14.946272389592606,21.55034468332912,479,560.0192562551471,4,8,0
2023-11-05,73,65,14,16074.143254362218,4.441771199538337,15.291748226012018,451,46.20882120702571,1,8,0
2023-11-06,91,48,18,16011.638115175412,13.149863827560972,29.57609817834974,438,128.7759504842456,3,3,0
2023-11-07,47,39,32,15113.325932044876,13.08593351196105,19.118457586883306,499,61.74412549312973,3,4,0
2023-11-08,41,38,23,20486.343051945834,8.552868435307792,20.249988164637635,495,120.3045011864017,4,2,0
2023-11-09,20,48,17,24733.942914360432,14.762483692333792,16.731709808368514,301,58.94088564690338,1,5,0
2023-11-10,54,60,10,19386.847028997938,11.411562359667125,14.627932256683586,117,160.11537223311782,0,6,0
2023-11-11,98,49,14,20407.575018873562,6.2347316360007525,15.03502823214135,496,204.68313231693898,4,7,0
2023-11-12,42,51,21,24679.697967699554,7.312074930811867,13.936028764657209,192,603.159621398876,3,5,1
2023-11-13,50,40,24,17551.822287742307,9.900954781106313,4.950294598880422,379,82.38513461129554,5,2,0
2023-11-14,17,59,10,23584.70252598263,9.09235060387137,19.218701372382824,457,748.3170288689898,4,4,0
2023-11-15,20,38,22,20463.90467211736,13.86586322098984,25.511744277478815,495,66.2225959570586,2,8,1
2023-11-16,95,44,21,20694.765146630107,6.13337259839288,15.07843783286651,415,116.97741939541281,4,3,0
2023-11-17,60,56,20,18431.738572072834,5.412413395244105,32.79743944726363,159,866.740611307948,0,4,0
2023-11-18,97,29,24,20615.843609669082,3.6159552755541187,26.931889036403035,313,2705.228412336093,1,6,0
2023-11-19,50,51,28,15731.425094782839,5.535543944738233,19.908880827646392,199,801.0605634075433,4,6,0
2023-11-20,26,39,16,22646.43572614112,13.558289129584027,14.444590891443582,100,118.67732079049435,0,8,0
2023-11-21,85,50,30,17846.877615442718,16.332953357600783,12.014510593601882,142,248.35898913532344,6,4,0
2023-11-22,55,46,11,23876.083294939548,16.828568868384806,19.43158162405448,410,293.72292212598643,4,5,0
2023-11-23,41,71,12,18678.506946074584,8.809463392352212,20.340603234243996,267,209.6467180437675,6,5,0
2023-11-24,88,46,14,16428.241104868826,11.681990613196335,18.978064429367787,291,54.17141934101359,4,8,0
2023-11-25,89,68,10,21958.81574368485,12.891522608616214,25.34661560146321,133,187.6507396228662,4,7,0
2023-11-26,63,55,13,16645.78144713503,15.819767869892658,27.4854104812011,133,89.4924559571933,0,7,0
2023-11-27,95,41,9,22536.805155429905,12.384648670332963,22.363369457767615,275,56.35028433178482,2,3,0
2023-11-28,29,53,27,24681.122364061164,13.898422324151461,22.632329866272755,295,108.70423553473775,3,7,0
2023-11-29,42,46,10,22795.528687952617,16.802867150801376,18.422223689038518,257,203.43193366841533,1,4,1
2023-11-30,83,52,25,15224.492484313247,13.658907332871529,19.975409624666874,344,403.98718035399656,2,1,0
2023-12-01,49,42,5,20998.857880527747,5.324843092156173,22.05816726703675,465,115.13112428488262,3,2,0
2023-12-02,41,66,34,21954.106709697244,1.1916769008108226,18.416309186169343,439,137.19320642962043,2,6,1
2023-12-03,11,59,24,23254.58325796285,10.467143341486564,23.304235853997245,445,331.5999523569538,3,4,1
2023-12-04,42,50,-4,15560.02308939,10.81318855719302,14.719121423811059,434,159.31316725615878,1,7,0
2023-12-05,86,67,25,19801.078279522862,10.178293278616847,16.338988573500867,170,217.35926331846954,4,6,0
2023-12-06,39,50,20,20353.708726383942,13.668924179458793,14.765434518281072,426,160.44777050466917,2,1,1
